Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,docket_number,result
60-key-centre-inc-petitioner-v-administrator-general-services-administration-and-acquest-0.txt,1.0,4343.0,97.08,46.59,17.15,43.84,9.94,23.99,63.99,37.37,4.61,0.41,0.05,0.07,0.02,0.0,0.28,4.19,9.56,12.48,4.28,2.03,4.1,1.45,6.84,3.96,1.89,0.69,8.57,1.27,3.25,2.12,1.13,0.07,0.58,0.23,3.34,0.0,0.44,0.0,0.0,8.2,1.77,1.66,0.99,1.59,0.71,2.79,0.62,0.41,0.09,0.14,0.35,0.0,0.02,0.0,0.32,5.66,0.16,1.8,4.26,1.11,0.25,2.37,3.38,0.37,11.7,0.69,5.5,5.32,4.7,0.16,1.52,0.76,0.02,0.0,1.38,0.0,1.31,0.02,0.05,0.0,66.04,14.07,6.26,0.14,0.12,0.0,0.02,32.93,1.87,0.9,5.94,3.8,94-1760,None
88-1083-john-doe-agency-and-john-doe-government-agency-applicants-v-john-doe-corporation.txt,1.0,5733.0,97.53,45.96,13.28,33.91,17.11,29.84,67.31,42.42,5.72,0.85,0.12,0.31,0.02,0.03,0.37,4.87,10.4,14.83,5.08,2.56,4.22,0.98,7.64,2.35,1.24,0.7,6.68,0.99,2.25,1.34,0.87,0.07,0.09,0.1,2.62,0.0,0.0,0.0,0.05,11.81,3.92,2.55,1.27,1.97,0.99,2.86,0.63,0.54,0.03,0.03,0.3,0.02,0.23,0.0,0.09,7.33,0.4,1.19,4.78,0.49,0.7,2.09,4.47,0.78,8.72,1.08,5.27,2.51,5.97,0.12,0.17,1.03,0.03,0.0,0.65,0.0,0.61,0.02,0.02,0.0,25.68,7.31,5.37,0.03,0.23,0.0,0.0,1.43,2.25,0.99,6.35,1.71,88-1083).,None
91-kg-containers-more-or-less-article-drug-veterinary-use-and-schuyler-laboratories-inc.txt,1.0,5687.0,96.18,37.12,4.14,41.34,12.07,25.25,63.53,38.54,4.62,0.58,0.11,0.0,0.0,0.11,0.37,4.04,9.07,12.89,5.63,1.62,4.5,1.71,8.92,2.25,0.91,0.77,8.6,1.18,2.64,1.74,0.88,0.12,0.16,0.19,1.93,0.0,0.0,0.0,0.11,10.08,1.88,3.13,0.81,1.74,1.07,3.36,0.58,0.56,0.0,0.0,5.64,0.09,4.82,0.0,0.72,5.24,0.09,1.11,3.57,0.3,0.58,2.43,5.64,0.69,6.15,0.35,4.2,1.62,4.13,0.21,0.4,0.33,0.02,0.04,0.98,0.05,0.84,0.0,0.09,0.0,29.47,11.61,6.1,0.02,0.4,0.0,0.0,1.42,1.02,0.76,6.68,1.46,88-614,None
98-1671-mitchell-v-helms-and-picard-v-helms-response-acquiescence.txt,1.0,10848.0,96.01,47.49,5.06,39.8,17.75,32.02,68.62,39.9,4.89,0.74,0.24,0.11,0.01,0.01,0.37,4.15,7.62,14.99,5.35,2.2,5.51,1.08,8.36,2.54,1.71,0.73,5.3,1.57,1.74,1.26,0.48,0.09,0.17,0.07,3.45,0.02,0.02,0.0,0.03,10.54,2.15,2.69,1.35,2.01,1.14,2.86,0.78,0.74,0.03,0.01,0.18,0.06,0.05,0.03,0.07,6.11,0.29,1.36,3.79,0.61,0.3,2.18,4.89,0.72,7.27,0.65,5.23,1.52,8.51,0.41,0.24,1.66,1.29,0.0,0.73,0.02,0.59,0.06,0.06,0.0,23.42,7.55,6.31,0.05,0.39,0.0,0.0,1.19,1.44,0.8,3.7,2.01,98-1648,None
aarp-v-eeoc-opposition.txt,1.0,3155.0,97.51,43.45,7.29,61.23,12.28,28.91,61.11,34.36,4.34,0.76,0.41,0.0,0.0,0.03,0.32,3.58,8.18,12.93,3.58,1.87,3.68,1.01,6.12,3.01,1.39,0.38,7.58,1.93,3.14,2.5,0.63,0.03,0.16,0.1,2.63,0.0,0.03,0.0,0.06,9.67,2.12,1.87,0.57,2.19,1.58,2.79,0.57,0.57,0.0,0.0,1.71,0.1,1.3,0.06,0.25,8.18,0.06,2.19,5.29,1.14,0.41,1.84,3.33,0.98,7.54,0.48,5.32,1.58,6.18,0.29,0.57,0.35,0.03,0.0,1.14,0.06,0.82,0.0,0.0,0.0,31.06,11.32,5.1,0.03,0.44,0.0,0.0,1.93,4.5,1.87,4.25,1.62,07-662,Petition DENIED.
abbell-and-moran-v-united-states-opposition.txt,1.0,4319.0,92.75,46.57,18.74,26.15,11.16,23.85,66.36,44.83,9.56,3.87,1.55,0.07,0.07,1.81,0.37,5.7,10.21,13.24,6.78,2.04,3.61,1.99,11.39,2.25,1.48,0.63,4.4,0.97,1.78,0.9,0.88,0.23,0.25,0.12,5.65,0.07,0.0,1.74,0.09,10.42,3.2,1.71,0.65,2.01,0.86,3.1,1.6,0.67,0.81,0.07,0.32,0.09,0.09,0.0,0.16,4.24,0.21,0.67,2.76,0.16,0.69,5.58,3.15,0.3,10.28,1.23,6.76,2.32,2.71,0.25,0.83,0.23,0.07,0.02,0.81,0.0,0.79,0.02,0.0,0.0,23.62,9.54,5.7,0.02,0.35,0.0,0.0,1.02,2.69,1.92,2.08,0.3,01-1618,Petition DENIED.
abbott-v-abbott-amicus-invitation-petition.txt,1.0,6600.0,98.49,56.38,14.15,38.13,13.47,24.29,61.5,37.86,4.27,1.23,0.56,0.03,0.05,0.45,0.14,3.05,11.23,13.44,4.61,1.53,3.68,0.91,7.5,2.47,1.38,0.82,6.76,0.82,2.15,1.42,0.73,0.05,0.24,0.12,5.41,0.95,0.03,0.26,0.35,7.86,2.39,1.48,0.67,1.41,0.58,2.39,0.98,0.88,0.06,0.03,0.62,0.05,0.42,0.0,0.15,6.44,1.27,1.0,3.7,0.5,0.47,1.53,4.5,0.56,10.33,0.8,7.88,1.38,2.2,1.0,0.82,0.12,0.0,0.03,0.86,0.02,0.71,0.05,0.03,0.0,27.36,9.8,5.97,0.06,0.61,0.0,0.0,1.14,2.76,1.67,3.76,1.61,08-645,Judgment REVERSED and case REMANDED.
abbott-v-perez-0.pdf,1.0,7024.0,94.9,38.83,12.69,36.82,10.89,24.07,55.69,33.54,5.03,0.75,0.33,0.11,0.0,0.04,0.27,4.27,7.93,10.65,4.48,1.82,3.84,1.45,7.36,2.89,1.61,0.63,10.98,0.85,2.96,1.78,1.15,0.01,0.36,0.24,1.82,0.06,0.07,0.07,0.06,10.18,3.08,2.55,0.97,1.38,0.75,2.96,1.01,0.83,0.09,0.1,0.36,0.14,0.06,0.03,0.13,5.48,0.28,2.53,2.38,0.46,0.37,2.69,3.36,1.47,8.8,0.73,5.85,2.15,2.55,0.57,0.44,0.09,0.21,0.06,0.93,0.03,0.77,0.04,0.03,0.0,64.72,40.89,5.97,0.09,0.68,0.0,0.0,4.09,3.79,1.68,5.65,1.89,17-586,"Judgment REVERSED, and case REMANDED."
abbott-v-perez.pdf,1.0,15828.0,96.83,39.69,15.73,42.87,11.95,23.74,57.52,34.55,4.96,0.75,0.45,0.01,0.01,0.06,0.22,4.21,8.78,11.83,4.32,1.57,3.65,1.04,7.08,2.79,1.55,0.66,9.86,1.47,2.83,1.88,0.94,0.03,0.32,0.18,1.33,0.01,0.03,0.0,0.07,10.03,3.01,2.78,1.03,1.57,0.88,2.48,0.76,0.63,0.06,0.04,0.32,0.15,0.09,0.03,0.06,6.0,0.27,2.89,2.42,0.55,0.34,2.69,2.85,1.94,10.12,0.59,7.37,2.07,2.38,0.49,0.3,0.06,0.16,0.03,0.87,0.0,0.79,0.03,0.03,0.01,53.7,32.12,6.2,0.09,0.55,0.01,0.0,3.8,3.44,1.19,4.65,1.65,17-586,"Judgment REVERSED, and case REMANDED."
abbott-v-united-states-opposition.txt,1.0,1888.0,96.46,57.97,14.77,11.4,11.87,24.47,66.05,41.63,7.2,3.28,0.26,0.05,0.0,2.33,0.64,3.92,10.86,12.76,4.93,2.22,4.08,0.79,9.0,2.81,2.12,0.95,8.16,0.85,2.44,0.64,1.75,0.37,0.95,0.16,4.77,0.0,0.0,0.95,1.38,7.63,3.02,1.54,0.79,1.69,0.42,1.75,1.75,0.69,0.26,0.26,0.85,0.05,0.58,0.0,0.53,5.03,0.37,0.58,2.91,0.26,1.27,6.46,1.48,0.42,12.82,2.22,7.57,3.18,1.59,1.06,0.64,0.21,0.0,0.0,1.01,0.0,0.9,0.21,0.0,0.0,25.85,9.9,5.51,0.0,0.53,0.0,0.0,2.12,1.8,1.64,3.18,1.17,01-134,Petition DENIED.
abbvie-inc-v-federal-trade-commission.pdf,1.0,5675.0,96.38,43.13,8.95,29.3,9.65,27.35,58.78,35.3,5.5,1.34,0.72,0.09,0.05,0.07,0.41,4.16,8.95,11.72,4.72,1.78,3.35,1.07,7.49,1.96,1.23,0.53,7.68,0.97,2.52,1.36,1.15,0.02,0.46,0.19,2.36,0.12,0.04,0.02,0.19,9.25,3.47,1.85,0.95,1.27,0.93,2.4,0.95,0.76,0.04,0.05,0.95,0.19,0.67,0.0,0.11,5.66,0.32,1.6,3.52,0.39,0.62,2.87,3.05,0.62,7.37,0.7,5.04,1.73,5.55,0.23,1.07,0.88,0.19,0.04,1.3,0.04,1.13,0.0,0.0,0.0,66.11,44.3,5.32,0.09,0.44,0.0,0.0,4.9,2.75,1.52,4.74,2.06,20-1293,Petition DENIED.
abdah-v-obama-opposition.pdf,1.0,5100.0,96.66,39.47,10.67,25.77,10.87,23.18,54.39,35.04,4.65,1.2,0.37,0.08,0.04,0.27,0.43,3.45,7.94,12.55,4.31,1.45,3.35,1.96,7.0,2.12,1.35,0.73,12.33,1.33,2.2,1.1,1.1,0.06,0.75,0.1,2.82,0.06,0.04,0.0,0.39,8.06,1.76,1.08,0.78,1.96,0.37,3.27,0.8,0.59,0.22,0.0,0.22,0.02,0.02,0.0,0.18,5.22,0.2,1.16,3.75,0.1,0.25,1.53,4.27,0.61,9.18,1.59,5.51,1.59,4.35,0.33,0.29,0.12,0.04,0.04,0.73,0.0,0.57,0.04,0.04,0.02,50.0,30.41,6.78,0.12,0.67,0.0,0.0,1.55,1.8,0.76,6.94,0.96,11-421,Petition DENIED.
abdirahman-v-united-states-0.pdf,1.0,430.0,98.88,46.28,3.66,22.17,10.49,21.86,52.33,37.21,5.12,1.86,0.23,0.0,0.0,1.4,0.23,3.26,9.3,15.58,3.49,1.4,2.33,1.4,4.88,2.09,1.63,0.7,9.3,0.23,2.56,1.16,1.4,0.0,1.4,0.0,2.79,0.0,0.0,0.0,1.63,4.88,1.4,1.16,0.7,0.23,0.0,2.09,0.23,0.23,0.0,0.0,0.7,0.0,0.0,0.7,0.0,5.35,0.23,0.7,4.42,0.0,0.0,2.09,2.09,0.0,8.6,0.7,5.81,2.56,1.63,0.0,0.23,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.0,0.0,27.21,12.09,5.81,0.0,0.0,0.0,0.0,4.19,0.0,0.47,4.19,0.47,17-243,Petition DENIED.
abdirahman-v-united-states.pdf,1.0,899.0,98.46,46.0,4.47,31.46,13.03,24.58,56.84,37.15,3.56,0.67,0.11,0.0,0.0,0.0,0.56,2.89,9.57,14.46,4.34,0.78,4.67,1.11,6.23,3.34,2.11,0.89,6.9,0.89,1.45,0.89,0.56,0.0,0.44,0.11,2.67,0.0,0.0,0.0,0.0,7.12,1.67,1.33,0.78,2.11,0.11,2.45,0.67,0.67,0.0,0.0,0.11,0.0,0.0,0.0,0.11,7.23,0.0,0.44,6.79,0.11,0.0,2.45,2.89,0.78,7.34,0.44,5.12,2.0,3.11,0.33,0.33,0.0,0.0,0.0,0.56,0.0,0.44,0.0,0.11,0.0,24.36,9.45,6.34,0.0,0.0,0.0,0.0,2.89,0.44,0.44,4.45,0.33,17-243,Petition DENIED.
abdullah-v-ins-opposition.txt,1.0,4254.0,98.31,48.97,13.86,27.33,14.52,31.22,66.34,39.52,5.43,1.57,0.45,0.02,0.05,0.21,0.85,3.86,9.73,15.14,4.58,1.46,3.24,1.18,8.23,2.19,1.39,0.85,6.18,0.87,2.91,1.46,1.36,0.14,0.33,0.35,3.81,0.02,0.0,0.0,0.26,10.27,3.5,1.83,1.13,1.83,0.89,2.52,1.41,1.27,0.14,0.0,0.28,0.02,0.19,0.0,0.07,5.97,0.31,1.25,3.97,0.4,0.8,3.22,3.67,0.4,9.36,0.61,6.3,2.54,6.35,0.07,0.96,0.28,0.0,0.0,1.01,0.0,0.94,0.02,0.05,0.0,24.94,9.1,5.05,0.02,0.4,0.0,0.0,0.92,1.79,1.55,4.98,1.13,99-1162,None
abebe-v-holder-opposition.txt,1.0,6376.0,96.02,40.84,11.58,31.38,13.26,23.48,59.32,38.58,6.04,1.91,0.88,0.03,0.0,0.82,0.19,4.12,8.42,13.38,5.57,1.84,3.34,1.43,7.78,3.22,2.57,1.08,9.76,1.84,2.81,1.57,1.24,0.11,0.88,0.13,2.73,0.02,0.02,0.02,0.82,8.77,2.12,2.12,1.0,1.21,0.72,2.78,0.42,0.36,0.05,0.0,0.36,0.05,0.03,0.2,0.08,3.97,0.16,0.64,2.74,0.19,0.41,2.98,3.89,0.25,9.87,0.89,6.9,2.1,1.88,0.14,0.78,0.02,0.19,0.02,0.96,0.0,0.8,0.02,0.06,0.0,30.36,9.41,5.66,0.16,0.39,0.0,0.0,1.71,2.57,1.14,7.21,2.1,09-600,Petition DENIED.
abigail-alliance-better-access-developmental-drugs-v-von-eschenbach-opposition.txt,1.0,6738.0,96.55,44.46,8.0,43.04,14.84,28.32,67.63,37.49,4.29,1.16,0.34,0.16,0.0,0.25,0.4,3.13,8.34,13.45,4.88,2.52,4.2,1.32,8.36,3.47,1.66,0.74,5.91,1.17,4.07,2.46,1.51,0.33,0.34,0.19,2.98,0.09,0.03,0.06,0.24,10.72,2.48,2.86,1.04,2.23,1.34,2.86,0.93,0.77,0.06,0.09,4.38,0.1,4.04,0.04,0.22,7.18,0.59,1.2,3.35,1.11,1.51,1.66,5.65,0.64,8.18,0.49,4.62,2.89,3.74,0.22,0.74,0.98,0.09,0.12,1.04,0.01,0.91,0.04,0.06,0.0,24.25,8.47,5.37,0.13,0.34,0.0,0.0,1.29,2.6,1.29,3.41,1.34,07-444,Petition DENIED.
able-time-inc-v-united-states-opposition-0.txt,1.0,4596.0,97.36,37.13,8.19,31.33,11.49,26.02,58.81,37.38,4.59,0.72,0.46,0.0,0.0,0.07,0.2,3.87,10.6,12.08,4.26,1.76,4.24,1.54,6.85,2.33,1.48,0.96,6.9,1.15,1.72,1.02,0.7,0.02,0.35,0.07,2.26,0.0,0.0,0.0,0.13,9.6,2.57,1.48,0.78,2.2,0.76,3.52,1.28,1.15,0.04,0.0,0.41,0.04,0.3,0.0,0.07,3.79,0.11,0.76,2.37,0.24,0.46,1.94,4.5,0.37,6.94,0.41,4.81,1.7,4.61,0.04,0.91,1.37,0.02,0.0,1.15,0.02,1.04,0.0,0.09,0.0,28.94,11.34,4.9,0.07,0.28,0.04,0.0,1.44,3.31,1.59,4.96,1.02,08-1201,Petition DENIED.
able-time-inc-v-united-states-opposition.pdf,1.0,5027.0,97.2,37.95,6.22,30.47,9.84,24.33,54.84,34.47,4.22,0.7,0.46,0.0,0.0,0.06,0.18,3.52,9.83,11.12,3.9,1.59,3.92,1.45,6.37,2.21,1.39,0.88,9.91,1.15,1.55,0.92,0.64,0.02,0.32,0.06,2.11,0.0,0.0,0.0,0.12,8.87,2.39,1.35,0.72,2.07,0.7,3.24,1.23,1.11,0.04,0.0,0.44,0.04,0.32,0.0,0.08,3.54,0.1,0.72,2.25,0.22,0.42,1.85,4.18,0.34,6.47,0.38,4.48,1.59,4.42,0.04,0.84,1.29,0.02,0.0,1.19,0.02,1.09,0.0,0.08,0.0,58.86,37.08,5.55,0.24,0.26,0.06,0.0,3.88,3.16,1.35,6.33,0.95,08-1201,Petition DENIED.
abortion-rights-mobilization-inc-et-al-petitioners-v-united-states-catholic-conference-et.txt,1.0,6961.0,97.54,48.33,7.02,29.62,18.42,30.56,68.75,42.28,6.55,1.93,0.45,0.01,0.0,0.13,1.34,4.63,10.37,14.85,4.51,1.9,4.37,1.22,6.74,2.7,1.52,0.91,5.39,1.47,3.72,1.91,1.68,0.07,0.42,0.49,4.41,0.04,0.03,0.11,0.13,9.42,1.94,2.18,1.08,1.9,0.93,3.17,0.52,0.4,0.04,0.07,1.25,0.63,1.15,0.23,0.07,7.96,1.51,1.97,4.7,0.24,0.76,1.68,4.08,0.1,7.8,0.91,6.06,0.8,6.38,0.45,0.57,1.84,1.74,0.03,0.75,0.0,0.65,0.04,0.04,0.0,27.07,7.73,5.01,0.01,0.33,0.0,0.0,1.71,4.04,1.29,5.86,1.08,89-1242,None
abramski-v-united-states-brief-merits.pdf,1.0,13288.0,97.08,48.92,3.33,24.57,12.36,23.74,58.32,36.22,5.19,1.51,0.26,0.03,0.11,0.88,0.22,3.69,9.75,11.79,4.53,1.56,3.37,1.32,7.51,1.82,1.1,0.81,11.72,1.83,1.72,0.82,0.9,0.02,0.45,0.14,3.85,0.15,0.09,0.06,1.03,9.09,2.33,1.79,1.16,2.0,0.87,2.67,0.86,0.56,0.08,0.2,0.57,0.21,0.18,0.08,0.12,4.3,0.2,0.75,2.97,0.35,0.38,2.37,3.82,0.29,6.74,0.68,4.83,1.29,3.24,0.31,0.36,2.81,0.02,0.0,0.81,0.02,0.65,0.08,0.04,0.0,87.0,61.93,5.61,0.14,0.46,0.01,0.0,2.78,3.07,1.14,10.05,1.82,12-1493,Adjudged to be AFFIRMED.
